student_id,age,gender,attendance_rate,study_hours_per_week,assignment_score,quiz_score,midterm_score,continuous_assessment,previous_gpa,final_exam_score
STU105133,18,Female,98.01,20.82,86.49,83.81,92.05,84.23,3.36,85.21
STU105134,27,Female,78.96,13.04,64.67,68.23,63.74,79.2,2.41,60.37
STU105135,19,Male,96.96,17.09,76.88,73.84,65.13,85.77,3.61,82.27
STU105136,23,Female,94.93,31.04,78.35,81.29,87.05,83.22,3.78,85.35
STU105137,26,Female,87.82,25.78,77.64,59.93,81.99,73.97,2.74,66.1
STU105138,19,Male,68.46,17.6,55.87,52.0,54.82,55.44,1.42,49.6
STU105139,30,Male,60.74,5.9,58.54,49.74,52.25,59.74,1.08,45.29
STU105140,22,Male,80.16,15.55,69.5,66.17,63.39,66.27,1.99,50.28
STU105141,18,Female,89.15,25.66,80.23,72.73,71.88,77.79,2.39,70.58
STU105142,26,Male,78.7,25.42,72.23,85.4,72.96,65.96,2.84,81.01
STU105143,25,Male,100.0,22.09,83.77,96.94,86.8,100.0,3.55,88.24
STU105144,26,Female,87.72,20.71,63.59,82.42,74.43,78.26,2.72,72.92
STU105145,27,Female,67.33,7.07,70.22,75.96,65.37,62.76,2.0,64.28
STU105146,24,Male,57.58,5.19,61.47,70.98,67.96,52.09,1.99,53.81
STU105147,28,Male,90.41,15.55,71.44,92.88,74.65,79.51,2.59,66.41
STU105148,22,Male,81.51,11.86,84.77,61.09,75.26,81.47,2.47,77.36
STU105149,25,Female,42.22,0.0,63.75,61.33,57.7,71.13,2.04,55.05
STU105150,20,Male,71.86,9.22,62.86,73.28,65.59,65.34,2.38,51.51
STU105151,26,Female,61.43,4.5,64.05,72.13,49.0,56.72,2.52,50.73
STU105152,21,Male,61.39,13.96,66.29,65.35,76.03,51.47,1.6,62.86
STU105153,27,Male,69.9,15.21,74.34,81.42,54.97,56.47,1.78,38.38
STU105154,28,Male,68.24,1.35,64.15,60.69,48.66,62.8,2.16,33.8
STU105155,29,Male,68.24,25.78,73.23,66.09,51.49,63.35,2.62,51.07
STU105156,30,Male,65.79,8.09,77.6,68.21,52.05,60.06,2.04,67.87
STU105157,19,Female,58.36,4.05,67.09,58.54,56.61,58.94,2.89,74.35
STU105158,19,Male,64.2,11.86,66.49,64.21,70.51,63.58,1.49,71.28
STU105159,30,Female,60.17,12.08,80.08,49.23,57.72,67.07,2.02,52.36
STU105160,24,Male,78.94,5.57,58.07,64.85,78.15,71.28,2.1,61.48
STU105161,18,Female,98.99,20.47,69.82,64.09,84.4,100.0,2.96,74.03
STU105162,21,Male,76.62,12.84,80.0,77.7,65.32,63.32,2.4,53.54
STU105163,28,Female,83.36,20.69,73.1,52.1,77.57,71.99,2.73,76.42
STU105164,22,Male,100.0,33.65,84.18,73.19,93.19,100.0,3.66,100.0
STU105165,18,Female,90.87,19.68,92.56,78.22,68.38,77.49,2.89,74.6
STU105166,27,Female,98.39,20.77,61.39,76.0,62.1,83.11,2.6,66.39
STU105167,20,Female,100.0,16.83,82.43,75.92,69.89,68.61,3.04,65.39
STU105168,22,Female,100.0,18.57,63.61,82.28,58.06,66.05,2.69,58.13
STU105169,18,Male,87.87,11.45,76.26,79.94,86.25,79.37,2.48,71.25
STU105170,25,Female,75.87,10.75,88.1,94.89,68.95,59.35,2.42,50.86
STU105171,23,Male,78.35,6.81,52.43,58.97,52.39,73.47,1.7,56.89
STU105172,29,Female,94.29,16.56,61.69,89.8,71.6,87.22,2.6,69.47
STU105173,22,Male,83.51,20.0,72.23,61.52,62.2,64.66,2.3,60.31
STU105174,20,Male,100.0,26.59,81.32,80.94,71.2,99.99,3.24,80.67
STU105175,20,Female,84.5,9.03,79.48,71.84,80.59,85.03,2.3,60.28
STU105176,20,Male,62.87,19.87,68.91,61.91,68.14,62.83,2.52,53.71
STU105177,23,Female,100.0,15.04,89.99,86.4,99.09,84.78,3.13,90.73
STU105178,19,Male,40.3,5.36,50.92,51.62,44.57,27.37,0.85,27.81
STU105179,23,Female,100.0,25.73,91.51,95.14,99.1,78.75,4.0,92.99
STU105180,29,Female,55.82,0.0,62.01,68.12,63.07,64.07,1.85,52.01
STU105181,27,Female,80.89,11.35,75.23,88.95,72.36,77.92,2.28,71.34
STU105182,26,Male,81.61,26.1,72.23,75.34,59.95,88.7,3.26,58.55
STU105183,29,Male,79.16,13.61,83.08,81.31,89.26,85.81,3.54,77.8
STU105184,28,Male,61.75,5.8,72.23,50.78,56.56,56.6,2.02,65.89
STU105185,26,Male,59.55,0.0,44.24,40.49,40.87,39.78,1.31,42.08
STU105186,29,Female,60.31,6.11,70.29,57.94,53.59,60.01,2.18,59.61
STU105187,19,Male,95.53,16.35,65.92,60.18,77.15,63.81,1.73,67.36
STU105188,28,Male,52.66,5.76,72.23,42.75,51.44,51.44,1.59,37.87
STU105189,21,Female,70.31,17.34,81.86,75.7,54.46,82.1,2.82,0.0
STU105190,27,Female,68.45,5.47,64.3,60.79,55.83,65.62,2.52,52.52
STU105191,29,Male,66.09,20.34,81.85,86.96,86.14,88.8,2.84,75.79
STU105192,24,Male,72.38,22.44,61.08,71.19,63.83,72.24,2.71,76.07
STU105193,19,Male,99.89,19.6,89.74,86.01,91.73,87.19,3.08,85.13
STU105194,22,Male,64.8,19.05,74.75,74.65,74.5,55.87,3.01,58.85
STU105195,23,Female,78.11,21.62,79.77,61.14,70.63,81.1,2.52,66.42
STU105196,30,Male,87.65,13.2,93.04,77.52,64.68,71.13,2.16,64.17
STU105197,30,Female,59.99,6.09,57.37,44.11,56.0,61.53,1.49,41.24
STU105198,25,Female,78.74,15.56,63.99,44.81,55.49,63.54,2.17,65.86
STU105199,30,Female,80.75,14.64,75.65,83.76,70.23,93.27,2.81,84.02
STU105200,23,Female,74.64,10.45,70.19,73.41,58.0,91.65,2.72,58.93
STU105201,23,Female,72.55,17.77,63.23,78.5,84.54,60.2,2.4,74.41
STU105202,28,Male,40.86,0.03,57.62,62.89,50.98,58.68,1.49,53.18
STU105203,26,Male,76.96,13.4,74.23,67.19,86.2,63.28,2.88,66.44
STU105204,24,Female,73.01,14.94,88.16,89.78,61.04,67.75,2.33,54.03
STU105205,23,Female,71.81,21.48,88.39,60.46,90.54,71.6,3.18,77.02
STU105206,27,Female,78.35,10.86,76.99,71.59,61.72,62.78,2.61,64.02
STU105207,27,Male,56.74,1.27,52.39,65.22,61.06,51.21,1.66,62.67
STU105208,24,Male,79.45,22.97,85.71,65.87,72.54,69.49,2.54,69.11
STU105209,18,Male,83.26,13.28,81.15,91.06,57.09,72.33,2.6,46.77
STU105210,19,Male,81.55,19.36,100.0,87.05,95.68,71.26,2.89,70.71
STU105211,19,Male,67.6,17.15,67.32,73.95,68.85,80.13,2.53,63.63
STU105212,24,Male,86.39,15.02,71.76,81.35,55.83,61.09,2.42,54.46
STU105213,25,Female,100.0,17.65,69.73,79.09,56.88,74.08,3.63,74.95
STU105214,28,Female,0.0,13.64,89.74,50.14,64.94,61.16,1.77,49.15
STU105215,21,Female,74.03,10.44,63.61,30.61,59.86,73.68,1.24,54.71
STU105216,28,Female,72.17,18.64,82.49,59.15,68.87,67.05,2.23,76.27
STU105217,26,Male,62.48,2.34,63.8,50.6,58.89,74.52,1.44,58.67
STU105218,18,Male,77.07,19.83,77.69,58.06,63.89,72.0,2.13,56.3
STU105219,22,Female,100.0,22.07,91.66,85.4,95.47,82.37,3.02,88.27
STU105220,21,Female,93.92,13.07,90.9,53.16,87.89,79.68,2.7,78.11
STU105221,29,Female,89.36,12.91,77.67,61.58,70.32,73.79,2.28,77.41
STU105222,29,Female,89.29,22.56,100.0,92.8,92.08,93.39,3.61,95.5
STU105223,28,Female,73.04,6.38,66.3,71.14,63.62,64.06,2.07,62.86
STU105224,24,Female,100.0,25.12,90.85,90.55,100.0,94.35,4.0,99.21
STU105225,24,Female,73.6,17.29,72.04,71.82,40.13,59.5,2.28,44.04
STU105226,22,Female,100.0,22.67,92.52,66.55,88.15,95.74,3.83,83.4
STU105227,28,Male,97.74,15.71,83.37,94.95,97.76,88.07,3.39,94.36
STU105228,19,Male,48.82,2.73,57.31,61.99,67.35,46.41,2.18,50.12
STU105229,21,Male,98.51,34.03,81.69,91.87,97.99,76.99,3.4,91.71
STU105230,19,Female,73.51,15.04,66.87,66.44,76.44,77.22,2.09,72.88
STU105231,24,Female,72.27,7.09,66.49,38.05,87.55,51.75,2.43,56.91
STU105232,21,Male,89.55,15.04,59.16,94.84,73.61,80.73,2.77,72.87
STU105233,20,Male,76.36,16.67,58.05,78.33,76.62,61.12,1.93,76.71
STU105234,22,Female,89.33,16.21,85.5,82.69,81.02,71.26,2.78,85.57
STU105235,29,Male,70.97,4.24,60.59,72.7,46.64,54.87,2.29,50.13
STU105236,25,Female,76.12,17.88,56.68,71.99,53.05,72.96,1.85,55.4
STU105237,28,Male,91.25,24.46,84.94,92.63,82.08,79.84,3.04,78.61
STU105238,29,Male,86.27,19.75,80.39,82.83,79.43,69.86,2.93,71.0
STU105239,29,Male,70.78,7.53,65.51,65.19,60.81,76.13,2.41,62.44
STU105240,22,Male,88.1,15.43,75.16,67.82,75.81,71.13,2.38,80.55
STU105241,29,Male,54.6,12.19,53.58,62.94,69.95,56.66,0.97,50.33
STU105242,24,Male,83.37,12.01,69.21,79.58,58.41,55.41,2.68,48.81
STU105243,30,Male,74.39,16.46,60.28,77.67,82.46,75.63,2.22,78.56
STU105244,22,Male,88.47,19.45,84.99,82.27,85.38,90.07,3.42,81.55
STU105245,20,Female,79.01,22.72,73.79,77.24,83.67,77.17,2.98,70.61
STU105246,25,Male,99.73,19.68,88.98,79.45,72.52,89.55,2.49,74.79
STU105247,30,Male,78.35,12.22,67.18,46.67,66.76,65.66,1.61,56.57
STU105248,29,Male,62.92,14.0,53.92,60.06,58.51,71.19,1.94,58.5
STU105249,25,Female,100.0,19.55,92.8,84.56,85.33,82.82,3.23,87.26
STU105250,19,Female,71.54,18.53,69.44,50.23,66.11,59.66,2.31,64.18
STU105251,23,Female,78.41,22.55,80.03,85.28,86.07,87.91,2.32,82.12
STU105252,27,Female,72.27,12.86,78.39,71.48,91.17,66.51,2.51,75.09
STU105253,25,Male,82.43,17.45,68.71,50.12,67.86,68.12,2.84,66.47
STU105254,22,Female,71.55,12.03,58.72,65.56,60.59,48.48,2.54,58.42
STU105255,22,Male,100.0,20.45,94.77,94.71,90.95,81.97,2.92,76.32
STU105256,18,Female,99.38,29.86,90.22,79.72,85.67,76.06,3.34,78.52
STU105257,21,Male,98.08,18.25,78.12,70.96,67.24,98.99,3.1,71.77
STU105258,26,Male,76.42,8.43,57.57,58.71,77.71,88.11,2.89,76.47
STU105259,21,Female,76.9,11.1,56.37,66.13,54.67,39.58,2.0,39.05
STU105260,30,Female,99.43,35.7,92.22,94.39,100.0,100.0,2.84,92.05
STU105261,19,Female,67.56,14.12,56.89,44.24,73.16,71.13,1.92,58.43
STU105262,25,Male,89.52,20.86,83.8,96.14,85.87,91.32,2.86,88.92
STU105263,24,Male,96.56,13.83,63.25,75.91,78.51,84.07,2.26,74.68
STU105264,28,Male,89.71,14.4,66.76,64.21,82.32,82.58,1.94,76.41
STU105265,29,Male,78.15,12.84,62.45,88.74,68.95,89.01,2.39,71.2
STU105266,25,Male,65.34,0.41,62.7,66.73,64.9,55.08,2.2,69.66
STU105267,26,Male,76.81,13.3,97.69,73.31,71.3,65.81,2.75,63.27
STU105268,27,Female,79.44,19.45,85.96,75.76,79.75,81.55,1.86,89.42
STU105269,24,Male,100.0,29.71,100.0,94.69,87.34,99.31,3.23,84.36
STU105270,20,Female,94.17,19.88,78.29,80.67,72.26,88.08,3.43,83.58
STU105271,23,Female,88.33,23.63,67.74,81.79,74.79,73.28,2.69,84.04
STU105272,24,Female,91.4,13.63,77.12,93.29,81.08,84.87,2.79,77.56
STU105273,24,Male,92.12,21.71,76.7,85.03,100.0,78.02,2.95,84.67
STU105274,24,Male,60.68,10.83,67.84,65.32,47.13,78.65,2.01,41.45
STU105275,24,Male,79.97,10.34,68.34,53.19,65.11,91.34,2.28,91.19
STU105276,21,Female,48.88,0.0,52.07,53.47,47.05,35.08,1.33,39.01
STU105277,28,Male,72.49,26.1,62.73,94.3,63.32,90.78,2.27,76.53
STU105278,22,Male,79.52,14.73,80.94,79.58,70.7,63.86,2.62,61.97
STU105279,20,Female,74.49,5.36,59.69,53.07,37.89,66.08,2.69,37.56
STU105280,27,Female,92.23,25.8,78.1,80.83,91.12,77.12,3.1,78.48
STU105281,27,Female,71.18,10.44,66.67,66.77,51.16,67.79,2.42,55.67
STU105282,28,Male,65.63,6.08,64.69,66.53,75.86,56.02,2.26,63.91
STU105283,27,Female,82.47,24.64,76.06,67.49,73.84,76.08,2.45,67.44
STU105284,30,Male,94.97,20.59,72.23,94.38,85.51,85.56,3.07,79.87
STU105285,25,Male,71.27,8.62,53.46,51.59,50.01,59.83,2.54,55.81
STU105286,21,Female,77.67,18.93,75.94,81.92,75.4,77.2,2.78,68.44
STU105287,29,Female,91.33,30.46,80.97,75.8,75.18,63.8,2.61,70.02
STU105288,21,Male,80.61,16.36,88.93,82.9,80.27,82.31,2.65,69.39
STU105289,21,Male,84.62,14.04,85.69,85.12,86.88,74.3,3.18,85.51
STU105290,28,Male,84.96,22.06,76.68,59.16,69.75,64.88,1.89,56.48
STU105291,29,Female,71.55,22.11,62.66,63.23,57.05,71.61,2.33,59.69
STU105292,22,Female,100.0,25.81,90.68,73.73,100.0,82.73,3.53,93.91
STU105293,27,Male,72.71,12.91,60.67,51.37,80.47,69.31,2.18,71.59
STU105294,29,Male,74.12,15.49,60.76,64.93,55.38,71.46,2.43,52.47
STU105295,28,Female,95.66,12.71,81.45,88.08,75.96,84.04,2.52,83.66
STU105296,18,Female,74.49,15.04,44.1,47.46,51.78,64.24,1.75,56.06
STU105297,26,Male,81.23,7.8,66.22,76.16,74.14,79.42,2.95,77.26
STU105298,20,Female,62.23,8.86,61.48,53.01,45.11,71.13,2.24,48.6
STU105299,29,Female,100.0,27.55,100.0,98.87,99.05,100.0,3.71,100.0
STU105300,18,Male,100.0,15.66,89.58,100.0,95.59,100.0,3.69,97.63
STU105301,30,Female,66.01,15.23,76.69,65.47,60.39,64.48,2.69,78.35
STU105302,20,Female,73.67,21.21,75.47,64.38,75.19,71.21,3.57,62.39
STU105303,23,Female,72.76,14.06,75.93,69.8,68.86,76.6,2.72,72.44
STU105304,21,Female,72.28,5.27,58.54,64.03,60.01,82.35,2.61,69.42
STU105305,28,Female,61.86,22.04,59.2,67.78,86.16,81.99,2.63,76.94
STU105306,23,Female,82.11,24.24,84.2,70.1,63.64,62.72,3.15,73.1
STU105307,27,Male,58.29,7.88,44.46,51.06,49.81,52.8,1.23,53.28
STU105308,18,Female,62.35,14.81,87.78,60.32,64.94,66.08,2.02,66.47
STU105309,23,Male,68.59,13.04,72.23,77.63,77.04,83.65,2.53,71.91
STU105310,29,Male,79.34,19.04,67.76,86.65,60.49,78.02,2.89,50.4
STU105311,30,Male,62.89,14.98,66.39,65.24,68.37,61.02,1.56,75.22
STU105312,20,Female,81.44,15.02,82.86,69.59,54.65,63.5,2.32,39.22
STU105313,23,Female,89.99,22.5,74.74,59.44,61.62,71.13,2.87,73.01
STU105314,23,Female,89.82,14.51,74.03,75.82,67.84,72.87,3.03,73.65
STU105315,25,Female,86.52,19.26,94.92,100.0,78.58,90.24,3.35,69.33
STU105316,24,Male,87.23,16.57,81.35,83.58,79.45,70.51,2.11,89.23
STU105317,19,Female,70.34,16.15,88.64,69.29,57.09,69.78,2.02,62.41
STU105318,27,Female,83.86,10.9,88.66,76.35,54.66,79.96,2.53,66.47
STU105319,20,Male,57.06,1.97,45.45,44.74,23.87,33.52,1.77,19.26
STU105320,22,Female,100.0,27.44,72.23,97.82,95.35,77.18,3.68,100.0
STU105321,28,Female,87.76,14.21,57.55,83.41,76.08,69.54,2.42,82.45
STU105322,26,Male,100.0,35.12,100.0,89.62,96.58,85.43,3.64,94.77
STU105323,23,Female,63.86,15.94,57.25,67.79,53.15,65.85,1.7,67.53
STU105324,29,Male,71.33,10.37,66.02,49.46,57.59,56.54,2.66,60.53
STU105325,23,Male,90.82,26.05,93.67,70.31,68.38,81.46,2.88,64.91
STU105326,25,Male,83.05,21.57,60.76,63.05,52.39,79.3,2.96,63.8
STU105327,21,Male,92.75,17.7,83.92,75.55,57.71,82.36,3.15,70.85
STU105328,20,Male,78.35,13.73,81.4,72.86,68.41,68.09,2.95,72.59
STU105329,24,Female,69.44,9.26,71.46,66.85,68.07,62.53,2.2,59.69
STU105330,25,Male,60.21,7.99,47.99,56.41,39.77,73.88,1.69,39.25
STU105331,28,Female,80.36,14.84,74.05,80.37,62.49,64.43,3.09,62.82
STU105332,23,Female,60.12,0.0,50.03,76.27,58.45,63.71,1.87,61.04
STU105333,29,Male,55.76,4.83,61.65,61.73,46.85,65.88,1.55,45.88
STU105334,25,Male,65.48,17.85,56.35,45.97,65.13,71.35,3.0,58.43
STU105335,18,Female,84.05,4.71,72.28,72.16,74.06,83.26,2.39,71.03
STU105336,27,Female,100.0,33.94,98.14,92.1,79.98,91.47,2.89,73.52
STU105337,25,Female,96.26,23.75,75.57,65.3,98.06,85.51,3.34,83.38
STU105338,23,Male,98.3,22.43,83.14,94.44,76.74,87.71,2.96,66.05
STU105339,24,Female,95.84,20.36,70.69,95.39,95.14,65.17,2.98,83.08
STU105340,21,Female,82.56,22.01,78.15,65.54,78.04,72.88,3.32,81.76
STU105341,25,Female,0.0,30.2,96.35,100.0,100.0,82.91,3.27,92.71
STU105342,25,Male,59.33,11.81,51.89,65.89,36.94,63.18,1.82,44.78
STU105343,23,Female,72.56,16.77,62.15,68.16,66.42,68.84,2.81,67.91
STU105344,21,Male,69.88,13.86,69.95,74.5,63.05,76.11,2.57,68.25
STU105345,23,Female,93.6,14.81,71.6,72.38,76.64,69.89,2.88,77.91
STU105346,24,Female,73.74,8.64,61.65,70.58,43.07,61.94,2.85,53.72
STU105347,24,Female,73.3,9.37,79.78,90.91,85.77,79.68,2.85,86.08
STU105348,22,Female,83.79,20.71,79.37,81.31,84.33,71.13,2.93,71.29
STU105349,25,Female,64.54,17.78,75.24,81.88,60.52,77.27,3.48,70.45
STU105350,20,Male,86.81,16.69,85.54,70.95,71.68,74.13,3.24,72.42
STU105351,24,Male,95.64,27.51,96.47,96.81,84.02,87.1,3.73,81.94
STU105352,19,Female,91.62,8.35,77.39,69.66,70.87,85.43,2.16,57.69
STU105353,24,Female,96.17,18.74,72.23,74.76,76.08,84.31,3.19,67.9
STU105354,28,Male,76.62,8.88,51.68,71.22,58.33,69.39,2.19,66.47
STU105355,28,Female,58.74,8.31,77.08,56.15,60.93,58.9,1.76,50.51
STU105356,27,Male,91.04,27.01,90.54,82.72,100.0,87.03,2.52,97.83
STU105357,27,Female,59.49,19.24,72.23,71.78,55.14,76.14,2.16,62.91
STU105358,18,Female,97.91,20.84,72.41,62.31,86.37,73.99,3.47,91.08
STU105359,22,Female,77.09,24.98,75.53,83.28,92.06,71.99,2.9,79.16
STU105360,26,Female,89.02,29.03,94.74,70.31,97.75,68.01,2.81,87.91
STU105361,28,Female,50.9,8.9,62.02,33.22,54.24,39.96,1.32,34.24
STU105362,25,Male,78.63,11.13,78.05,86.32,85.18,90.09,2.93,97.13
STU105363,29,Female,79.96,13.45,85.17,72.6,71.6,52.19,2.0,76.17
STU105364,21,Male,72.03,5.95,56.69,56.85,77.49,79.27,1.95,60.95
STU105365,19,Male,57.19,27.81,54.32,55.64,61.07,66.14,2.29,71.84
STU105366,19,Female,80.03,16.2,65.05,84.83,76.74,84.73,2.87,67.79
STU105367,25,Male,88.82,11.9,86.55,73.45,70.27,87.95,3.12,69.65
STU105368,26,Male,75.89,0.38,64.19,76.23,90.59,64.03,2.18,70.91
STU105369,21,Female,61.12,2.98,58.93,51.3,69.26,64.59,1.07,49.77
STU105370,28,Male,70.02,9.2,70.97,53.8,48.95,50.91,1.38,50.85
STU105371,27,Male,75.49,24.95,82.62,89.51,65.12,72.9,2.87,73.3
STU105372,22,Male,57.91,1.98,48.08,45.2,50.21,61.69,1.66,39.22
STU105373,21,Male,80.73,20.15,85.56,54.26,67.41,73.69,2.01,67.77
STU105374,27,Female,100.0,30.77,96.73,90.68,100.0,100.0,4.0,90.97
STU105375,26,Female,78.35,15.33,76.13,77.58,58.23,89.0,3.02,68.03
STU105376,20,Female,77.74,20.32,73.09,97.36,69.6,77.81,2.85,71.55
STU105377,21,Male,58.68,15.72,51.12,59.62,67.19,74.63,2.05,57.81
STU105378,24,Female,49.01,7.89,72.23,47.3,58.91,58.79,1.79,51.99
STU105379,24,Male,71.09,14.23,66.89,70.37,70.46,84.29,2.46,70.65
STU105380,20,Female,70.8,15.43,68.35,70.92,74.2,74.69,2.72,65.77
STU105381,30,Female,95.68,24.08,98.38,65.95,92.23,78.56,3.38,73.87
STU105382,23,Male,78.8,14.91,80.2,52.77,91.96,74.33,1.88,79.25
STU105383,22,Female,100.0,40.0,100.0,100.0,100.0,94.18,4.0,100.0
STU105384,18,Female,69.19,0.72,57.04,73.3,55.25,66.9,2.38,61.52
STU105385,29,Male,65.71,19.12,75.26,83.29,71.1,75.44,2.58,62.28
STU105386,21,Female,71.22,14.16,56.8,64.63,67.63,67.8,2.52,64.24
STU105387,30,Female,82.96,14.55,96.36,94.48,69.1,81.26,3.76,59.03
STU105388,24,Male,85.49,10.83,73.16,74.08,74.55,92.49,2.64,90.03
STU105389,29,Male,49.38,14.82,72.23,56.38,57.69,46.74,1.99,42.92
STU105390,20,Female,73.19,19.57,67.88,67.11,78.7,58.27,2.27,76.37
STU105391,20,Female,100.0,30.63,80.22,89.68,80.82,77.64,3.02,76.29
STU105392,28,Female,98.86,19.65,87.98,100.0,83.09,84.49,2.85,82.88
STU105393,28,Female,60.22,8.12,74.91,53.24,57.12,50.5,2.02,51.74
STU105394,25,Female,73.2,14.47,68.34,67.7,57.39,56.73,3.0,57.08
STU105395,18,Male,97.08,17.99,83.2,100.0,83.38,85.96,4.0,88.63
STU105396,30,Male,74.81,15.38,69.87,74.77,85.89,57.04,2.74,68.14
STU105397,23,Male,86.42,17.39,63.54,56.47,77.12,77.25,1.8,57.71
STU105398,30,Female,78.35,25.49,100.0,99.86,93.95,85.3,2.41,84.16
STU105399,29,Female,58.0,4.75,75.47,59.27,60.06,46.84,2.26,62.22
STU105400,29,Female,55.29,16.21,74.56,32.12,56.49,70.18,2.65,59.4
STU105401,26,Male,80.49,14.06,76.54,63.49,59.28,56.77,2.58,53.22
STU105402,26,Female,91.1,31.38,83.99,77.58,78.45,79.63,3.05,99.31
STU105403,24,Female,81.33,25.45,82.12,77.79,74.31,84.45,3.53,79.25
STU105404,18,Male,78.35,21.31,78.52,78.98,70.85,80.1,3.17,69.52
STU105405,23,Male,76.72,8.86,92.88,76.68,59.61,56.42,2.88,71.41
STU105406,27,Female,86.38,15.78,72.23,96.31,90.68,87.42,2.46,70.38
STU105407,28,Female,84.07,22.69,66.6,82.66,57.97,70.25,2.59,55.31
STU105408,25,Female,82.97,23.46,78.04,93.69,90.27,95.03,3.46,94.84
STU105409,27,Male,77.15,15.04,86.84,79.2,87.75,86.54,3.19,75.97
STU105410,18,Female,100.0,23.7,59.05,69.29,96.71,100.0,3.73,95.54
STU105411,24,Male,71.37,16.37,75.92,45.39,70.85,62.89,2.53,71.17
STU105412,24,Male,98.57,6.7,46.61,74.97,69.13,54.29,2.41,78.37
STU105413,29,Female,90.74,21.03,99.46,85.01,80.77,97.14,3.69,91.92
STU105414,22,Male,79.1,26.89,71.41,100.0,77.44,89.06,3.0,75.79
STU105415,20,Female,86.28,16.07,60.46,69.88,58.35,83.14,2.01,59.12
STU105416,22,Male,65.05,7.13,44.4,41.11,42.53,70.78,1.83,42.32
STU105417,20,Male,95.44,30.92,100.0,78.95,88.89,94.29,3.17,80.86
STU105418,25,Male,62.12,10.97,56.21,57.06,39.25,59.42,1.17,43.87
STU105419,26,Female,47.57,1.6,75.51,40.74,54.8,46.76,1.96,37.11
STU105420,28,Male,58.21,7.61,87.84,82.83,72.41,59.85,2.36,63.69
STU105421,30,Male,94.42,18.59,84.53,66.99,72.09,54.05,2.85,56.36
STU105422,18,Male,52.34,6.39,48.32,54.66,49.75,55.22,1.23,48.62
STU105423,21,Male,93.33,13.13,75.87,56.56,62.36,73.29,2.91,64.48
STU105424,21,Female,84.97,17.71,72.23,93.44,68.38,72.89,3.1,68.84
STU105425,21,Male,73.2,15.71,70.65,62.71,52.95,66.3,2.41,37.72
STU105426,28,Male,98.22,31.16,89.53,95.8,92.81,72.7,2.52,94.49
STU105427,19,Female,100.0,17.85,79.78,67.32,72.38,77.4,3.02,75.47
STU105428,18,Male,85.57,10.3,87.33,78.48,100.0,96.06,3.51,86.37
STU105429,29,Female,54.77,11.03,43.79,56.7,68.75,48.92,1.95,59.23
STU105430,24,Male,65.37,2.18,51.88,57.85,65.32,43.07,1.98,57.05
STU105431,20,Female,77.7,19.3,82.55,80.89,71.6,61.5,3.31,60.52
STU105432,22,Male,91.73,25.52,98.77,100.0,76.46,71.13,3.69,78.65
STU105433,24,Male,64.99,20.16,64.01,65.75,57.65,57.43,1.71,61.08
STU105434,24,Male,84.8,26.15,70.03,77.3,67.52,74.39,3.02,61.0
STU105435,30,Female,77.79,5.29,57.76,49.67,53.4,65.39,1.84,56.59
STU105436,23,Male,85.62,3.97,57.94,59.75,63.61,55.01,2.15,67.65
STU105437,18,Female,65.57,9.83,72.75,59.61,77.11,67.99,2.63,69.37
STU105438,23,Female,80.01,13.4,74.72,59.58,44.31,51.27,2.59,44.8
STU105439,25,Male,54.04,4.47,80.32,59.43,64.81,62.55,2.46,66.47
STU105440,24,Male,54.17,1.48,47.36,58.88,61.12,53.63,1.84,44.91
STU105441,24,Male,50.63,1.07,63.97,55.31,39.06,49.35,2.16,36.73
STU105442,29,Female,78.47,20.12,80.3,90.05,82.71,87.52,2.8,85.51
STU105443,28,Female,76.19,18.19,63.6,63.47,72.68,77.85,3.29,66.47
STU105444,21,Female,66.09,16.14,76.92,57.72,75.33,91.93,2.87,71.42
STU105445,22,Male,78.25,7.76,61.15,57.25,55.5,68.41,1.87,52.02
STU105446,26,Female,96.85,20.23,82.37,96.13,73.16,77.42,3.68,71.76
STU105447,23,Male,85.94,20.35,88.69,92.38,64.12,71.13,2.65,70.23
STU105448,23,Male,69.94,16.45,89.77,71.99,95.35,69.45,2.27,66.28
STU105449,20,Male,85.59,5.82,82.03,65.36,72.34,78.45,1.98,68.89
STU105450,21,Male,69.29,11.94,67.26,65.32,61.44,51.74,2.62,56.22
STU105451,27,Female,78.35,14.34,76.79,83.27,88.39,67.32,3.12,81.89
STU105452,28,Female,83.84,19.63,100.0,80.15,70.74,79.74,3.44,70.49
STU105453,28,Male,95.55,19.96,74.15,77.11,79.5,78.78,2.72,68.1
STU105454,22,Male,71.84,19.24,80.61,68.13,58.75,71.92,2.37,71.1
STU105455,19,Female,86.14,22.27,72.23,87.34,69.75,78.31,2.66,73.25
STU105456,20,Female,65.72,8.88,47.0,65.98,54.84,71.13,1.59,54.36
STU105457,23,Male,91.44,14.89,85.15,58.5,72.55,65.85,2.69,60.33
STU105458,24,Male,69.36,3.22,48.47,68.93,39.92,68.71,2.26,44.2
STU105459,29,Female,83.44,14.43,75.43,77.51,66.19,86.88,2.63,64.44
STU105460,29,Female,100.0,32.88,100.0,100.0,95.0,99.06,4.0,96.19
STU105461,18,Female,78.36,11.75,58.03,61.52,56.67,57.15,1.59,42.0
STU105462,27,Male,100.0,29.28,100.0,100.0,94.05,100.0,4.0,96.73
STU105463,21,Female,74.52,22.33,56.67,75.94,72.19,87.99,2.61,78.29
