student_id,age,gender,attendance_rate,study_hours_per_week,assignment_score,quiz_score,midterm_score,continuous_assessment,previous_gpa,final_exam_score,assessment_average,performance_trend,attendance_risk,study_efficiency,academic_performance_index,previous_performance_category,assessment_performance_category
STU106301,18,Female,88.15,20.54,81.61,60.8,78.83,64.83,3.25,65.01,71.52,0.62,11.85,3.48,78.46,High,High
STU106302,20,Female,100.0,27.36,100.0,88.31,61.96,89.76,3.04,60.57,85.01,-18.3,0.0,3.11,87.7,High,High
STU106303,25,Female,50.71,5.03,54.07,52.02,50.49,48.11,1.28,43.69,51.17,-3.75,49.29,10.17,47.2,Low,Medium
STU106304,21,Female,70.26,12.28,61.18,54.97,75.96,73.19,1.67,71.92,66.32,16.5,29.74,5.4,62.59,Low,Medium
STU106305,22,Female,99.71,26.45,75.55,90.59,83.92,91.22,3.24,80.75,85.32,4.5,0.29,3.23,88.77,High,High
STU106306,28,Male,72.5,15.6,61.95,76.52,51.64,71.24,2.25,51.61,65.34,-7.8,27.5,4.19,65.67,Medium,Medium
STU106307,19,Female,100.0,34.09,65.58,87.95,87.68,89.8,2.9,86.49,82.75,11.98,0.0,2.43,85.88,Medium,High
STU106308,23,Male,82.45,19.63,81.15,76.35,72.16,67.1,2.11,61.87,74.19,-9.12,17.55,3.78,72.38,Medium,High
STU106309,20,Male,98.28,19.2,70.24,97.74,79.55,97.97,2.62,78.73,86.38,4.77,1.72,4.5,85.77,Medium,High
STU106310,24,Male,91.96,16.95,88.14,92.73,74.47,98.29,3.55,79.22,88.41,-4.06,8.04,5.22,89.54,High,High
STU106311,22,Female,99.46,9.96,82.08,72.1,55.68,61.87,2.88,62.83,67.93,-18.32,0.54,6.82,78.2,Medium,Medium
STU106312,18,Female,47.5,0.74,51.74,48.69,54.79,59.64,0.92,66.47,53.72,7.0,52.5,53.72,45.71,Low,Medium
STU106313,18,Male,86.19,14.24,64.55,62.78,47.32,68.92,1.7,51.01,60.89,-5.54,13.81,4.28,64.8,Low,Medium
STU106314,29,Male,100.0,26.14,98.31,98.37,100.0,96.75,3.95,95.1,98.36,0.03,0.0,3.76,98.93,High,High
STU106315,18,Male,43.15,8.55,61.93,44.46,70.43,47.67,1.36,51.16,56.12,5.86,56.85,6.56,47.8,Low,Medium
STU106316,28,Male,94.78,14.32,86.51,86.5,63.72,75.8,2.74,66.31,78.13,-16.75,5.22,5.46,81.2,Medium,High
STU106317,29,Male,48.48,15.04,51.34,54.23,30.34,50.99,0.78,40.08,46.72,-12.12,51.52,3.11,41.8,Low,Low
STU106318,24,Female,58.16,11.25,61.4,79.04,58.53,57.3,2.12,70.18,64.07,-12.3,41.84,5.7,60.08,Medium,Medium
STU106319,22,Male,93.78,18.31,63.47,62.35,94.17,68.01,2.24,89.0,72.0,18.18,6.22,3.93,75.33,Medium,High
STU106320,28,Male,83.75,17.39,74.65,70.36,70.23,68.0,2.41,76.11,70.81,-3.39,16.25,4.07,72.58,Medium,High
STU106321,30,Male,76.8,10.54,83.07,57.27,56.88,70.13,2.64,52.89,66.84,-6.67,23.2,6.34,69.66,Medium,Medium
STU106322,19,Female,77.31,3.95,69.49,66.85,54.17,60.81,2.52,56.14,62.83,-10.68,22.69,15.91,67.21,Medium,Medium
STU106323,30,Female,56.06,5.79,60.33,70.31,44.74,71.13,1.34,42.85,61.63,-7.38,43.94,10.64,54.33,Low,Medium
STU106324,30,Male,91.52,21.22,73.14,77.84,71.22,84.78,2.6,66.47,76.74,2.51,8.48,3.62,78.83,Medium,High
STU106325,19,Male,70.43,16.27,68.48,63.3,76.73,74.32,2.28,81.4,70.71,9.64,29.57,4.35,67.88,Medium,High
STU106326,18,Female,65.86,10.65,61.64,47.79,42.58,71.13,1.29,53.7,55.78,2.14,34.14,5.24,54.1,Low,Medium
STU106327,24,Male,74.22,13.94,76.22,67.94,72.89,67.13,2.48,74.14,71.04,-2.07,25.78,5.1,70.19,Medium,High
STU106328,19,Female,75.98,17.61,84.94,79.79,82.61,91.96,2.76,98.13,84.82,4.92,24.02,4.82,79.0,Medium,High
STU106329,25,Female,73.94,12.37,59.69,71.01,65.6,65.44,2.25,66.47,65.44,0.17,26.06,5.29,66.15,Medium,Medium
STU106330,18,Female,77.19,17.42,66.05,85.9,67.16,72.73,2.91,79.13,72.96,-6.03,22.81,4.19,74.19,Medium,High
STU106331,26,Female,85.88,14.54,60.83,68.56,68.31,70.62,2.14,70.07,67.08,4.77,14.12,4.61,70.0,Medium,Medium
STU106332,21,Male,57.89,11.39,66.95,70.72,50.49,51.09,1.55,47.29,59.81,-18.05,42.11,5.25,55.02,Low,Medium
STU106333,19,Male,87.4,11.72,70.92,61.48,76.46,75.51,2.34,85.0,71.09,9.78,12.6,6.07,73.46,Medium,High
STU106334,18,Male,81.84,14.27,77.64,65.2,75.55,87.09,2.91,69.97,76.37,9.9,18.16,5.35,77.29,Medium,High
STU106335,20,Male,70.7,16.66,76.16,91.15,77.84,76.05,2.98,63.72,80.3,-6.71,29.3,4.82,76.26,Medium,High
STU106336,25,Male,77.83,21.83,72.43,82.74,66.65,76.29,2.84,62.29,74.53,-6.12,22.17,3.41,74.81,Medium,High
STU106337,18,Male,67.44,10.74,65.06,56.97,79.18,56.59,1.77,59.7,64.45,6.87,32.56,6.0,61.31,Low,Medium
STU106338,28,Female,89.19,16.35,88.49,67.84,84.37,93.61,2.47,86.63,83.58,10.83,10.81,5.11,80.9,Medium,High
STU106339,25,Male,82.52,21.11,90.92,70.42,59.14,79.65,2.56,71.42,75.03,-11.27,17.48,3.55,75.07,Medium,High
STU106340,21,Female,59.81,18.03,78.86,64.1,64.96,75.52,1.95,57.99,70.86,-1.24,40.19,3.93,63.12,Low,High
STU106341,30,Male,78.35,9.74,62.91,66.14,56.1,62.35,2.65,53.95,61.88,-5.3,21.65,6.35,67.69,Medium,Medium
STU106342,24,Male,76.61,13.66,68.11,62.89,67.03,82.72,2.93,67.11,70.19,9.38,23.39,5.14,72.73,Medium,High
STU106343,26,Male,96.59,27.99,94.17,72.82,77.65,71.09,3.0,78.33,78.93,-9.12,3.41,2.82,83.44,Medium,High
STU106344,20,Female,55.54,4.21,64.89,50.92,50.99,46.98,1.98,48.69,53.44,-8.92,44.46,12.69,53.28,Low,Medium
STU106345,27,Female,100.0,23.92,92.58,94.26,86.66,100.0,3.48,92.23,93.38,-0.09,0.0,3.9,94.09,High,High
STU106346,25,Female,77.81,27.07,83.63,75.07,81.66,86.49,2.61,72.13,81.71,4.72,22.19,3.02,77.25,Medium,High
STU106347,30,Male,76.12,14.88,68.32,57.91,73.2,69.99,1.46,56.55,67.36,8.48,23.88,4.53,63.82,Low,Medium
STU106348,24,Male,91.34,15.54,75.22,67.82,74.68,52.19,1.92,59.49,67.48,-8.08,8.66,4.34,70.74,Low,Medium
STU106349,26,Female,87.81,18.14,81.26,52.39,95.98,76.7,2.9,81.2,76.58,19.52,12.19,4.22,79.13,Medium,High
STU106350,22,Male,67.94,27.38,68.22,59.13,57.76,60.88,2.49,52.6,61.5,-4.35,32.06,2.25,63.58,Medium,Medium
STU106351,18,Male,67.97,13.26,60.11,73.83,61.46,76.69,1.83,55.71,68.02,2.11,32.03,5.13,63.55,Low,Medium
STU106352,19,Male,69.16,10.83,48.13,51.13,51.18,42.99,1.99,53.29,48.36,-2.55,30.84,4.47,54.88,Low,Low
STU106353,29,Male,69.36,3.3,53.44,34.86,53.85,61.29,1.85,62.29,50.86,13.42,30.64,15.41,55.49,Low,Medium
STU106354,27,Male,96.8,31.24,100.0,100.0,100.0,90.75,4.0,99.46,97.69,-4.62,3.2,3.13,97.88,High,High
STU106355,22,Male,78.35,14.4,80.71,70.64,58.7,62.19,2.86,51.5,68.06,-15.23,21.65,4.73,71.83,Medium,Medium
STU106356,27,Female,82.67,20.2,70.59,74.47,94.84,74.84,3.08,86.21,78.68,12.31,17.33,3.9,79.54,High,High
STU106357,18,Female,80.61,14.34,55.27,78.46,55.87,87.07,2.66,60.4,69.17,4.61,19.39,4.82,72.07,Medium,Medium
STU106358,18,Male,71.93,12.55,75.62,58.96,66.86,69.11,2.25,74.32,67.64,0.69,28.07,5.39,66.65,Medium,Medium
STU106359,24,Male,89.06,9.38,80.14,63.91,71.87,70.76,2.23,71.56,71.67,-0.71,10.94,7.64,73.7,Medium,High
STU106360,26,Female,71.32,11.56,73.89,83.13,54.94,66.93,2.83,50.22,69.72,-17.57,28.68,6.03,70.41,Medium,Medium
STU106361,30,Male,75.96,4.41,65.96,59.45,68.13,81.59,1.94,65.82,68.78,12.16,24.04,15.6,66.88,Low,Medium
STU106362,27,Female,74.74,12.32,61.63,70.79,41.43,66.52,2.52,36.81,60.09,-12.24,25.26,4.88,65.07,Medium,Medium
STU106363,21,Male,89.44,14.63,85.31,64.11,65.6,58.16,2.93,67.13,68.3,-12.83,10.56,4.67,75.63,Medium,Medium
STU106364,28,Female,75.08,27.11,78.88,64.95,69.76,79.9,3.09,66.47,73.37,2.92,24.92,2.71,74.66,High,High
STU106365,24,Female,77.85,15.0,72.08,77.23,74.13,77.08,2.53,86.41,75.13,0.95,22.15,5.01,73.57,Medium,High
STU106366,28,Male,82.79,25.46,99.1,92.27,89.15,77.18,3.19,85.27,89.42,-12.52,17.21,3.51,85.5,High,High
STU106367,20,Female,89.58,19.7,56.75,69.82,59.25,80.67,2.35,67.0,66.62,6.68,10.42,3.38,71.93,Medium,Medium
STU106368,18,Female,68.15,12.76,64.74,70.31,69.45,62.48,2.76,47.76,66.74,-1.56,31.85,5.23,67.61,Medium,Medium
STU106369,18,Female,93.19,20.21,81.89,93.69,95.32,81.32,2.96,100.0,88.06,0.53,6.81,4.36,86.79,Medium,High
STU106370,30,Male,72.88,8.66,63.34,51.5,55.92,59.75,2.28,65.25,57.63,0.41,27.12,6.65,62.08,Medium,Medium
STU106371,19,Male,46.81,15.04,62.97,55.24,44.98,55.44,1.53,51.87,54.66,-8.9,53.19,3.63,49.02,Low,Medium
STU106372,30,Male,86.73,29.76,85.37,79.34,60.45,71.37,2.36,61.41,74.13,-16.45,13.27,2.49,74.88,Medium,High
STU106373,27,Female,55.25,5.05,66.4,47.61,43.82,55.24,2.13,41.5,53.27,-7.48,44.75,10.55,53.86,Medium,Medium
STU106374,19,Male,66.61,8.61,49.03,61.5,46.41,58.08,2.52,60.13,53.76,-3.02,33.39,6.24,59.46,Medium,Medium
STU106375,29,Male,89.04,17.29,89.62,67.57,92.72,75.42,2.59,79.48,81.33,5.47,10.96,4.7,80.33,Medium,High
STU106376,19,Female,77.57,12.32,60.29,81.88,80.17,84.26,1.91,71.77,76.65,11.13,22.43,6.22,71.15,Low,High
STU106377,19,Male,55.89,15.95,55.49,40.11,65.06,39.49,2.01,50.63,50.04,4.48,44.11,3.14,51.84,Medium,Medium
STU106378,25,Female,100.0,22.76,91.07,90.09,95.34,98.58,2.88,74.59,93.77,6.38,0.0,4.12,91.28,Medium,High
STU106379,21,Male,58.36,0.0,48.13,42.33,53.4,35.86,2.24,41.14,44.93,-0.6,41.64,44.93,51.17,Medium,Low
STU106380,21,Female,87.35,15.49,63.82,83.28,62.98,69.39,3.0,67.31,69.87,-7.36,12.65,4.51,76.14,Medium,Medium
STU106381,24,Male,60.43,5.56,60.71,33.35,41.23,41.82,1.92,47.66,44.28,-5.51,39.57,7.96,49.87,Low,Low
STU106382,25,Male,69.66,14.52,87.68,96.17,50.82,59.46,2.63,47.46,73.53,-36.79,30.34,5.06,70.81,Medium,High
STU106383,18,Female,63.65,7.75,64.62,59.03,62.1,76.01,2.76,67.67,65.44,7.23,36.35,8.44,65.61,Medium,Medium
STU106384,21,Male,82.9,20.72,64.34,73.53,82.7,85.72,2.52,67.99,76.57,15.28,17.1,3.7,75.76,Medium,High
STU106385,25,Male,79.23,8.15,74.25,77.44,61.53,71.09,2.3,54.31,71.08,-9.53,20.77,8.72,70.81,Medium,High
STU106386,24,Male,92.85,25.21,79.6,84.87,93.69,85.84,2.52,100.0,86.0,7.53,7.15,3.41,83.45,Medium,High
STU106387,27,Female,71.46,10.68,70.79,56.62,74.98,59.47,1.97,68.49,65.46,3.52,28.54,6.13,64.02,Low,Medium
STU106388,20,Male,81.29,12.31,58.61,44.71,37.51,50.61,1.63,52.6,47.86,-7.6,18.71,3.89,56.47,Low,Low
STU106389,26,Male,76.75,18.02,57.48,67.68,93.98,67.01,1.99,71.17,71.54,17.92,23.25,3.97,68.74,Low,High
STU106390,24,Male,86.1,12.72,66.02,60.35,70.48,63.61,2.42,73.38,65.12,3.86,13.9,5.12,70.49,Medium,Medium
STU106391,23,Male,54.99,2.94,58.87,57.6,61.19,50.21,1.49,58.58,56.97,-2.53,45.01,19.38,52.43,Low,Medium
STU106392,21,Female,47.91,0.0,59.98,58.62,47.83,71.6,1.81,64.05,59.51,0.41,52.09,59.51,53.18,Low,Medium
STU106393,25,Male,70.69,9.96,54.59,70.31,68.38,68.59,2.07,67.72,65.47,6.03,29.31,6.57,64.29,Medium,Medium
STU106394,25,Female,100.0,23.32,93.87,83.34,93.7,89.57,3.07,81.12,90.12,3.03,0.0,3.86,90.41,High,High
STU106395,19,Female,91.56,19.5,64.33,84.47,73.8,69.19,2.87,67.83,72.95,-2.91,8.44,3.74,78.29,Medium,High
STU106396,25,Female,75.88,11.96,70.55,59.16,52.75,71.27,2.78,61.23,63.43,-2.84,24.12,5.3,68.38,Medium,Medium
STU106397,20,Female,83.84,24.97,72.1,66.21,73.99,53.34,2.36,49.06,66.41,-5.49,16.16,2.66,70.16,Medium,Medium
STU106398,25,Male,49.57,1.42,54.93,41.89,50.74,43.59,1.78,48.45,47.79,-1.24,50.43,33.65,47.67,Low,Low
STU106399,30,Female,78.39,7.39,64.18,77.91,61.87,53.93,2.29,62.72,64.47,-13.15,21.61,8.72,67.2,Medium,Medium
STU106400,24,Female,79.34,9.08,80.3,68.57,73.62,71.38,2.83,81.26,73.47,-1.94,20.66,8.09,74.69,Medium,High
STU106401,27,Female,74.86,13.76,85.84,66.45,65.05,69.81,2.57,51.85,71.79,-8.72,25.14,5.22,71.2,Medium,High
STU106402,22,Male,74.81,6.53,72.67,66.07,48.12,61.32,1.98,40.96,62.04,-14.65,25.19,9.5,63.36,Low,Medium
STU106403,29,Male,75.14,8.28,77.55,68.12,69.17,70.1,2.64,68.4,71.24,-3.2,24.86,8.6,71.36,Medium,High
STU106404,28,Female,92.3,15.47,80.81,63.03,62.95,75.71,2.85,67.92,70.62,-2.59,7.7,4.56,77.25,Medium,High
STU106405,29,Male,81.63,20.64,56.59,58.22,77.54,82.89,2.22,71.52,68.81,22.81,18.37,3.33,69.99,Medium,Medium
STU106406,27,Female,82.11,24.84,81.55,87.18,86.95,72.33,2.46,84.93,82.0,-4.73,17.89,3.3,77.93,Medium,High
STU106407,26,Male,78.35,10.5,77.47,61.48,88.38,66.34,2.69,75.71,73.42,7.89,21.65,6.99,73.67,Medium,High
STU106408,24,Female,79.55,18.25,82.16,84.54,70.43,75.0,3.02,81.3,78.03,-10.63,20.45,4.28,77.98,High,High
STU106409,30,Male,100.0,27.4,88.86,84.66,88.62,91.14,3.71,98.02,88.32,3.12,0.0,3.22,92.71,High,High
STU106410,29,Male,86.03,22.89,86.95,56.1,63.44,79.64,3.33,66.89,71.53,0.01,13.97,3.12,78.22,High,High
STU106411,23,Male,78.35,33.46,81.36,96.2,83.92,100.0,3.5,92.11,90.37,3.18,21.65,2.7,86.19,High,High
STU106412,19,Female,59.49,5.12,82.82,70.23,59.48,71.3,2.07,60.09,70.96,-11.14,40.51,13.86,63.68,Medium,High
STU106413,18,Female,50.23,1.02,60.52,57.72,49.09,66.65,1.7,62.23,58.5,-1.25,49.77,57.35,52.82,Low,Medium
STU106414,21,Female,74.81,15.04,62.21,63.69,62.41,73.35,1.99,63.9,65.41,4.93,25.19,4.35,65.1,Low,Medium
STU106415,18,Female,88.9,15.48,82.09,70.31,59.17,69.43,2.15,65.0,70.25,-11.9,11.1,4.54,72.54,Medium,High
STU106416,20,Female,85.19,10.15,76.56,81.51,87.96,62.6,3.21,73.76,77.16,-3.75,14.81,7.6,80.19,High,High
STU106417,19,Female,59.4,7.08,60.42,50.0,51.09,59.54,1.84,55.66,55.26,0.1,40.6,7.81,54.65,Low,Medium
STU106418,30,Female,84.27,5.61,72.17,71.86,80.08,66.94,2.49,63.24,72.76,1.49,15.73,12.97,74.11,Medium,High
STU106419,24,Female,95.6,17.42,72.62,72.66,75.65,72.36,2.22,67.37,73.32,1.36,4.4,4.21,76.44,Medium,High
STU106420,26,Female,82.7,25.95,72.14,66.7,0.0,80.86,2.15,77.38,54.92,-28.99,17.3,2.12,63.02,Medium,Medium
STU106421,22,Male,81.35,18.48,70.95,61.09,76.88,57.15,2.69,74.83,66.52,0.99,18.65,3.6,71.11,Medium,Medium
STU106422,20,Female,75.13,11.02,65.82,75.32,62.14,83.97,2.39,75.18,71.81,2.49,24.87,6.52,70.39,Medium,High
STU106423,27,Male,80.37,19.38,85.35,94.65,77.14,87.25,2.8,91.66,86.1,-7.81,19.63,4.44,81.16,Medium,High
STU106424,30,Male,87.26,19.77,87.58,88.28,76.14,88.22,3.3,85.0,85.06,-5.75,12.74,4.3,85.21,High,High
STU106425,28,Female,71.41,21.67,89.85,56.84,65.88,78.31,2.19,68.59,72.72,-1.25,28.59,3.36,68.73,Medium,High
STU106426,30,Female,70.01,0.0,76.85,70.31,71.59,45.96,2.48,57.0,66.18,-14.8,29.99,66.18,66.49,Medium,Medium
STU106427,25,Male,86.66,22.01,80.97,91.92,88.51,89.59,2.83,80.18,87.75,2.61,13.34,3.99,84.02,Medium,High
STU106428,26,Male,67.07,5.05,59.65,64.94,37.49,46.11,1.96,38.64,52.05,-20.5,32.93,10.31,55.95,Low,Medium
STU106429,19,Female,96.97,19.88,83.98,95.17,85.97,91.95,3.13,85.51,89.27,-0.61,3.03,4.49,89.38,High,High
STU106430,29,Male,89.63,31.36,83.56,86.54,87.22,73.56,3.23,89.12,82.72,-4.66,10.37,2.64,84.4,High,High
STU106431,27,Male,100.0,16.11,94.92,100.0,89.07,78.5,3.07,77.56,90.62,-13.68,0.0,5.63,90.66,High,High
STU106432,24,Female,78.55,13.14,77.91,65.61,74.46,73.22,2.83,67.71,72.8,2.08,21.45,5.54,74.11,Medium,High
STU106433,22,Female,64.14,10.3,46.13,61.41,50.09,46.53,1.87,52.19,51.04,-5.46,35.86,4.96,54.11,Low,Medium
STU106434,25,Female,72.18,8.27,66.87,63.92,61.2,61.59,1.74,48.03,63.4,-4.0,27.82,7.67,62.05,Low,Medium
STU106435,18,Female,73.76,15.96,57.6,96.28,70.13,79.85,2.41,80.04,75.96,-1.95,26.24,4.76,72.16,Medium,High
STU106436,28,Male,79.51,15.04,61.67,47.98,62.16,85.18,2.05,69.73,64.25,18.84,20.49,4.27,66.23,Medium,Medium
STU106437,21,Male,65.35,13.1,80.99,81.71,62.62,60.98,2.86,61.19,71.58,-19.55,34.65,5.46,69.69,Medium,High
STU106438,18,Female,95.7,16.53,91.13,93.37,76.16,77.92,2.77,66.56,84.64,-15.21,4.3,5.12,84.88,Medium,High
STU106439,22,Female,78.62,10.31,81.98,66.49,67.8,67.8,2.85,66.73,71.02,-6.44,21.38,6.89,73.35,Medium,High
STU106440,28,Male,50.74,0.68,48.15,47.51,62.95,48.0,1.83,55.85,51.65,7.65,49.26,51.65,50.2,Low,Medium
STU106441,21,Male,78.26,20.52,69.8,100.0,83.45,61.6,3.36,72.88,78.71,-12.38,21.74,3.84,79.63,High,High
STU106442,25,Male,80.94,15.04,72.74,67.46,74.25,66.95,2.9,66.47,70.35,0.5,19.06,4.68,73.96,Medium,High
STU106443,28,Male,81.95,11.16,69.61,77.71,60.95,62.78,2.57,64.38,67.76,-11.79,18.05,6.07,71.32,Medium,Medium
STU106444,18,Male,85.17,15.04,72.73,92.99,83.38,74.2,2.35,78.85,80.82,-4.07,14.83,5.37,77.71,Medium,High
STU106445,27,Male,77.58,13.04,57.79,69.4,72.28,58.35,1.99,59.99,64.46,1.72,22.42,4.94,65.45,Low,Medium
STU106446,21,Female,94.3,22.44,93.99,83.3,83.34,81.21,3.54,100.0,85.46,-6.37,5.7,3.81,88.72,High,High
STU106447,27,Male,63.85,24.28,80.34,89.29,66.75,70.2,2.95,59.64,76.64,-16.34,36.15,3.16,72.22,Medium,High
STU106448,20,Female,100.0,24.86,80.36,81.93,84.98,75.87,4.0,94.96,80.79,-0.72,0.0,3.25,90.4,High,High
STU106449,19,Female,66.23,1.06,59.29,43.43,38.46,57.98,1.04,45.0,49.79,-3.14,33.77,46.97,49.96,Low,Low
STU106450,28,Female,89.83,12.27,85.19,48.17,59.19,59.6,2.9,65.62,63.04,-7.29,10.17,5.14,72.97,Medium,Medium
STU106451,28,Female,69.84,11.95,46.45,76.69,78.81,68.67,1.94,82.63,67.66,12.17,30.16,5.66,64.48,Low,Medium
STU106452,30,Male,60.61,13.78,68.96,56.58,73.47,59.41,1.81,69.75,64.6,3.67,39.39,4.69,59.53,Low,Medium
STU106453,26,Male,83.25,19.0,83.17,90.7,83.54,82.79,2.9,75.82,85.05,-3.77,16.75,4.48,82.0,Medium,High
STU106454,24,Female,79.6,20.12,58.38,78.41,84.17,83.04,3.08,74.42,76.0,15.21,20.4,3.78,77.28,High,High
STU106455,20,Male,72.04,0.0,60.77,60.96,41.46,52.56,1.26,35.05,53.94,-13.85,27.96,53.94,54.88,Low,Medium
STU106456,21,Male,85.96,17.25,80.01,91.76,81.96,59.99,2.87,77.32,78.43,-14.91,14.04,4.55,79.35,Medium,High
STU106457,26,Male,92.37,12.18,63.71,66.71,76.51,74.08,3.09,68.85,70.25,10.09,7.63,5.77,78.29,High,High
STU106458,22,Female,76.12,11.71,68.27,57.33,61.36,67.2,2.53,48.24,63.54,1.48,23.88,5.43,67.26,Medium,Medium
STU106459,24,Male,69.12,10.41,65.09,66.44,48.15,66.27,2.32,48.57,61.49,-8.56,30.88,5.91,63.08,Medium,Medium
STU106460,20,Male,51.46,12.53,60.59,66.2,66.58,46.86,1.86,62.44,60.06,-6.68,48.54,4.79,54.77,Low,Medium
STU106461,23,Male,78.1,13.19,51.19,67.39,53.04,57.18,2.28,66.05,57.2,-4.18,21.9,4.34,63.43,Medium,Medium
STU106462,21,Female,67.21,10.04,67.3,69.97,74.28,73.46,2.21,73.24,71.25,5.24,32.79,7.1,66.84,Medium,High
STU106463,19,Male,92.38,26.72,71.52,82.63,70.16,83.06,3.09,75.38,76.84,-0.46,7.62,2.88,81.58,High,High
STU106464,19,Female,72.94,18.11,73.22,64.19,51.76,63.29,2.27,61.89,63.11,-11.18,27.06,3.48,64.79,Medium,Medium
STU106465,24,Female,61.79,9.26,45.82,53.51,64.67,47.85,2.01,68.35,52.96,6.6,38.21,5.72,55.07,Medium,Medium
STU106466,22,Male,77.36,16.03,64.34,70.78,72.8,69.02,2.24,71.4,69.24,3.35,22.64,4.32,69.03,Medium,Medium
STU106467,19,Male,86.14,13.9,83.4,77.3,51.68,60.71,2.36,52.44,68.27,-24.15,13.86,4.91,71.78,Medium,Medium
STU106468,24,Female,47.31,4.73,72.55,77.11,63.16,61.36,1.66,66.85,68.54,-12.57,52.69,14.49,56.76,Low,Medium
STU106469,20,Female,77.57,4.7,64.67,43.24,45.46,66.17,1.57,45.76,54.89,1.86,22.43,11.68,58.57,Low,Medium
STU106470,18,Male,79.05,17.3,91.54,84.14,94.08,65.13,2.58,84.39,83.72,-8.24,20.95,4.84,78.48,Medium,High
STU106471,19,Male,82.37,19.11,59.76,77.22,59.73,73.37,2.44,42.72,67.52,-1.94,17.63,3.53,70.67,Medium,Medium
STU106472,23,Male,87.99,23.57,77.33,71.38,68.96,68.86,2.75,68.48,71.63,-5.44,12.01,3.04,75.96,Medium,High
STU106473,30,Male,71.88,15.1,66.84,52.32,67.73,69.39,1.29,44.95,64.07,8.98,28.12,4.24,60.05,Low,Medium
STU106474,21,Male,86.8,18.23,70.39,74.33,66.29,79.2,1.95,73.27,72.55,0.39,13.2,3.98,72.06,Low,High
STU106475,21,Male,66.38,0.0,41.1,48.63,43.27,47.61,2.09,40.51,45.15,0.57,33.62,45.15,52.94,Medium,Low
STU106476,21,Male,82.46,6.55,70.0,62.79,58.69,69.8,2.06,64.97,65.32,-2.15,17.54,9.97,67.7,Medium,Medium
STU106477,22,Female,84.26,5.74,77.82,60.27,79.66,77.62,2.26,67.54,73.84,9.59,15.74,12.86,73.5,Medium,High
STU106478,27,Female,80.21,21.63,69.18,70.31,71.11,71.1,2.97,67.54,70.43,1.36,19.79,3.26,74.13,Medium,High
STU106479,22,Female,54.03,4.27,62.84,62.36,46.18,59.78,1.46,39.85,57.79,-9.62,45.97,13.53,52.4,Low,Medium
STU106480,26,Female,60.68,7.56,62.2,59.98,47.72,46.61,1.77,49.6,54.13,-13.93,39.32,7.16,54.12,Low,Medium
STU106481,29,Female,83.96,9.02,74.03,67.68,59.41,83.31,2.04,65.28,71.11,0.5,16.04,7.88,70.94,Medium,High
STU106482,30,Male,100.0,26.72,73.83,75.95,69.16,80.37,3.65,72.2,74.83,-0.12,0.0,2.8,85.66,High,High
STU106483,25,Female,76.28,10.27,65.92,68.54,70.7,72.91,2.18,66.08,69.52,4.58,23.72,6.77,68.54,Medium,Medium
STU106484,27,Male,54.37,14.92,75.35,70.31,76.8,65.52,2.64,63.44,71.99,-1.67,45.63,4.83,65.51,Medium,High
STU106485,29,Female,62.97,16.74,72.21,80.32,58.23,57.86,2.79,53.9,67.15,-18.22,37.03,4.01,66.42,Medium,Medium
STU106486,28,Female,74.94,14.16,45.39,62.67,59.56,71.46,1.73,55.83,59.77,11.48,25.06,4.22,61.02,Low,Medium
STU106487,21,Female,79.88,15.58,76.26,62.36,79.05,65.84,2.43,66.55,70.88,3.13,20.12,4.55,71.55,Medium,High
STU106488,24,Male,62.02,12.89,60.47,47.7,58.46,50.42,1.99,58.97,54.26,0.35,37.98,4.21,55.69,Low,Medium
STU106489,19,Female,80.14,16.97,56.99,67.08,59.51,65.44,2.17,66.46,62.26,0.44,19.86,3.67,66.02,Medium,Medium
STU106490,29,Male,100.0,23.72,91.91,76.32,83.43,92.06,3.99,77.36,85.93,3.63,0.0,3.62,92.92,High,High
STU106491,25,Male,97.46,19.79,89.57,100.0,86.64,88.36,3.07,83.25,91.14,-7.28,2.54,4.61,90.16,High,High
STU106492,21,Male,75.92,21.34,84.19,65.74,74.02,87.79,3.25,95.63,77.94,5.94,24.08,3.65,78.0,High,High
STU106493,22,Male,81.37,18.27,79.7,80.7,92.35,79.07,3.33,92.38,82.96,5.51,18.63,4.54,82.54,High,High
STU106494,21,Female,56.63,10.83,38.03,61.49,53.06,63.43,1.64,67.37,54.0,8.48,43.37,4.99,52.19,Low,Medium
STU106495,28,Male,69.95,16.81,47.26,62.35,59.72,67.62,2.14,53.06,59.24,8.87,30.05,3.52,61.31,Medium,Medium
STU106496,25,Male,64.53,16.38,74.93,62.9,53.5,56.74,2.24,50.82,62.02,-13.8,35.47,3.79,61.57,Medium,Medium
STU106497,29,Female,100.0,23.34,86.73,100.0,91.56,100.0,3.02,84.6,94.57,2.41,0.0,4.05,92.38,High,High
STU106498,21,Female,60.22,10.44,61.39,56.97,57.97,66.57,2.47,59.51,60.72,3.09,39.78,5.82,60.78,Medium,Medium
STU106499,24,Male,65.63,18.12,86.9,75.21,73.47,69.93,3.02,73.12,76.38,-9.36,34.37,4.22,72.98,High,High
STU106500,19,Female,75.54,12.72,56.49,57.92,74.53,78.63,2.89,74.26,66.89,19.38,24.46,5.26,70.56,Medium,Medium
STU106501,30,Female,93.26,15.04,61.3,82.95,88.53,77.31,2.7,75.73,77.52,10.8,6.74,5.15,80.24,Medium,High
